Project,Category,Voter Profile
Auditorium Renovations and Upgrades at P.S. 166,Education,"{'Age': 27, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.21350900428175795, 'Impact Preference': 0.9581723046843721}}"
Auditorium Renovations and Upgrades at P.S. 166,Education,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3406633413271334, 'Impact Preference': 0.43933643178218096}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 65, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.15847898026176999, 'Impact Preference': 0.4507863717456898}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 21, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.48912984418092365, 'Impact Preference': 0.841435383600868}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 33, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.17192245383256677, 'Impact Preference': 0.866297226784969}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 55, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.15895731878166183, 'Impact Preference': 0.16748934864101483}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 35, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7513241269258304, 'Impact Preference': 0.1172328168947844}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 63, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9378687975836537, 'Impact Preference': 0.296221388245717}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 23, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9934037279986432, 'Impact Preference': 0.9373642299514788}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 44, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.21564321082306503, 'Impact Preference': 0.8011849963891641}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 53, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8682671357357571, 'Impact Preference': 0.32873193086401786}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 24, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.23893133759625845, 'Impact Preference': 0.27957856736854303}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 31, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5793513935378728, 'Impact Preference': 0.6207291853123886}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 58, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.49218746775737887, 'Impact Preference': 0.3775481506444054}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 45, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6452004592341308, 'Impact Preference': 0.8801080756368186}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 20, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.663011384773246, 'Impact Preference': 0.9761254529772546}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.941551100759334, 'Impact Preference': 0.7360680439968951}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 25, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.21421155417457194, 'Impact Preference': 0.24200612415536185}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 44, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7514027491085071, 'Impact Preference': 0.9567833566220507}}"
Courtyard Renovation at Brandeis Campus,Education,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7772761894985326, 'Impact Preference': 0.615732069053716}}"
Get Fit for Free,Parks & Recreation,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.18554535177396633, 'Impact Preference': 0.9941162553438148}}"
Get Fit for Free,Parks & Recreation,"{'Age': 24, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7657975790990248, 'Impact Preference': 0.7523559163593291}}"
Get Fit for Free,Parks & Recreation,"{'Age': 29, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5170025492589243, 'Impact Preference': 0.3243396845579352}}"
Get Fit for Free,Parks & Recreation,"{'Age': 49, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.281725701545578, 'Impact Preference': 0.4086901735897519}}"
Get Fit for Free,Parks & Recreation,"{'Age': 62, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.15679829860257938, 'Impact Preference': 0.3585635888708282}}"
Get Fit for Free,Parks & Recreation,"{'Age': 21, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.11408413294328693, 'Impact Preference': 0.9965766583244774}}"
Get Fit for Free,Parks & Recreation,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.21080786494247095, 'Impact Preference': 0.39523471164836543}}"
Get Fit for Free,Parks & Recreation,"{'Age': 23, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.29296274193990923, 'Impact Preference': 0.8862914213179145}}"
Get Fit for Free,Parks & Recreation,"{'Age': 44, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3149834530613086, 'Impact Preference': 0.20610416375560275}}"
Get Fit for Free,Parks & Recreation,"{'Age': 32, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8587267742054421, 'Impact Preference': 0.6262196116907662}}"
Get Fit for Free,Parks & Recreation,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7176477135320599, 'Impact Preference': 0.8462206689689871}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 24, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6047768745822407, 'Impact Preference': 0.18292062456478864}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 53, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.19738959966194441, 'Impact Preference': 0.12214818532990364}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 64, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.30351882033255134, 'Impact Preference': 0.11527691811195552}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 64, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.792080162581664, 'Impact Preference': 0.1634643413274472}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 65, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7850170553623166, 'Impact Preference': 0.8170257596177375}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 51, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.11130568566821153, 'Impact Preference': 0.5323919339086651}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 36, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.29572697116088487, 'Impact Preference': 0.4181566223930998}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 51, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.20618642842093343, 'Impact Preference': 0.6457798615551383}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6919140356598648, 'Impact Preference': 0.24972938991329904}}"
Creation of Library Space at P.S. 191,Education,"{'Age': 18, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7793499619114684, 'Impact Preference': 0.49169720102956405}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 18, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5480516406228862, 'Impact Preference': 0.993558183412917}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 27, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9057163055378786, 'Impact Preference': 0.9563717825829395}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 41, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.969880995472348, 'Impact Preference': 0.6897859576032351}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 35, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.12804446757414978, 'Impact Preference': 0.7520440242707155}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 32, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.1410920664986561, 'Impact Preference': 0.6126051997214104}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7181899399789036, 'Impact Preference': 0.5382880102136417}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 44, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7690437873880533, 'Impact Preference': 0.12160370487986212}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 38, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.20647016805665885, 'Impact Preference': 0.8816246736641673}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 21, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3262011119210782, 'Impact Preference': 0.29071204603527157}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9272717645401996, 'Impact Preference': 0.3563341108612189}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 25, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4096414077347378, 'Impact Preference': 0.6504018578673981}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 59, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.14536950599278525, 'Impact Preference': 0.36810361716210993}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 38, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8617473758080971, 'Impact Preference': 0.6316753674616297}}"
Technology Upgrades at LaGuardia High School,Education,"{'Age': 43, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5892594629546152, 'Impact Preference': 0.9470410815742378}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 47, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.16446460859691453, 'Impact Preference': 0.481770603103133}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 65, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6679036060618538, 'Impact Preference': 0.691841060991415}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 57, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8150017463896003, 'Impact Preference': 0.8633932332303048}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6984340883241333, 'Impact Preference': 0.3028879485838582}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 20, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.1547151272814633, 'Impact Preference': 0.4700227582064527}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6582694622169731, 'Impact Preference': 0.2983754499093558}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 38, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7591946025488685, 'Impact Preference': 0.7858942264064165}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 57, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.23726041773895107, 'Impact Preference': 0.686303649492017}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 44, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6110308788978218, 'Impact Preference': 0.32183595029503803}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 20, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.61231251998335, 'Impact Preference': 0.40765469335642546}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 65, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9652504366746951, 'Impact Preference': 0.8766888391406368}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 24, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4621148941400316, 'Impact Preference': 0.6708020156153205}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 51, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.37643332559861575, 'Impact Preference': 0.9653978827289095}}"
Video Surveillance for P.S. 75 and M.S. 250,Education,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.1579878343257357, 'Impact Preference': 0.7202551698930153}}"
Playground Renovation at Wise Towers,Housing,"{'Age': 45, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.4961748492627308, 'Impact Preference': 0.8673614102235089}}"
Playground Renovation at Wise Towers,Housing,"{'Age': 58, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.16631596168743798, 'Impact Preference': 0.9999338052564798}}"
Playground Renovation at Wise Towers,Housing,"{'Age': 41, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.2891579036906728, 'Impact Preference': 0.7379815848918144}}"
Playground Renovation at Wise Towers,Housing,"{'Age': 51, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.5285112642303932, 'Impact Preference': 0.4522202964408091}}"
Playground Renovation at Wise Towers,Housing,"{'Age': 29, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.8697343531495644, 'Impact Preference': 0.43933361303338037}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 60, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.37855106788981174, 'Impact Preference': 0.35537373191428767}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.443976175708093, 'Impact Preference': 0.7748420481611479}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 35, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.35214062076963903, 'Impact Preference': 0.165058389746024}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 28, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.47206790458400405, 'Impact Preference': 0.16407704556518926}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.8312965041206435, 'Impact Preference': 0.35992861928927733}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 25, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.9691125805077722, 'Impact Preference': 0.7295755602196523}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 33, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.27133743060947746, 'Impact Preference': 0.9614568871306466}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 25, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.34844663496719624, 'Impact Preference': 0.9147604155910145}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 64, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.6467787915936756, 'Impact Preference': 0.809083466485755}}"
Security Cameras for Amsterdam Addition,Housing,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.639191139787944, 'Impact Preference': 0.17022244994799138}}"
